ID,Name,Position,Company,Industry,Location,Company Size,Category,Price Range,Timeline,Review Summary,Rating,Review Date,Data Source
1469,Erika Kuskova,Head of Development,Decidio GmbH,IT Services,Austria,11-50 Employees,"Custom Software Development, Staffing, Web Development",Confidential,Nov. 2022 - Mar. 2023,Netfork developed a .NET CMS-based web application for an IT consulting company. Netfork provided developers that assisted with the app's development by joining the client's team and learning new technologies.,5,,Clutch
1470,Arek Zakonek,Chief Marketing Officer,Zenegy,Financial services,Denmark,51-200 Employees,"IT Staff Augmentation, Staffing","$200,000 to $999,999",July 2021 - Ongoing,Netfork selected and recruited developers with .Net and Angular expertise for a modern payroll company. The goal was to augment the client's existing development workforce.,5,,Clutch
1471,Daniel Presman,CEO,Godixital,Information technology,Argentina,11-50 Employees,Custom Software Development,"$10,000 to $49,999",Jan. 2012 - Ongoing,Tec Solutions built a custom internal management software for the digital marketing firm. The resulting tool helps measure internal processes efficiently and saves time throughout the company.,5,,Clutch
1472,Marcelo Mora,CTO,FinTech Company,Financial services,Argentina,1-10 Employees,Custom Software Development,"$10,000 to $49,999",June - Nov. 2019,"Tec Solutions developed a web platform for a financial services company. The team created the system to take data from the loan application and send it to the backend, using PHP and Java for the development.",5,,Clutch
1473,leonardo huxley,Operations Manager,Huxley S.A.,"Supply Chain, Logistics, and Transport",Argentina,11-50 Employees,"Custom Software Development, Enterprise App Modernization","Less than $10,000",Mar. 2015 - Ongoing,Tec Solutions provides custom software development for a shipping container company. The team develops a solution that meets the client's productivity and data storage objectives.,5,,Clutch
1474,Diego Simón,Sales Manager,ESCOBAR AUTOMOTORES,Automotive,Argentina,51-200 Employees,"Custom Software Development, Enterprise App Modernization, Web Development","$1,000,000 to $9,999,999",Oct. 2022 - Apr. 2023,Tec Solutions provided website development services for an automotive company. They built the client's website to help with sales and business management processes.,5,,Clutch
1475,Peter Prendergast,Founder,MeTime,Beauty & Cosmetics,Ireland,1-10 Employees,"Custom Software Development, Web Development","$10,000 to $49,999",Jan. 2024 - Ongoing,Scavasoft has provided frontend development services for an aesthetic digital marketplace. The team has also updated the client's website and helped with other tasks.,5,,Clutch
1476,Plamen Valchev,CGO,Devision,Software,Bulgaria,11-50 Employees,"Custom Software Development, IT Staff Augmentation, UX/UI Design",Confidential,Jan. 2020 - Oct. 2023,Scavasoft provided staff augmentation services and designed and developed a fintech app for a software development company. The team used Java and React and was responsible for testing and deployment.,5,,Clutch
1477,Sasa Popovic,Co-Founder & CEO,BrightMarbles,IT Services,Serbia,51-200 Employees,Web Development,"$10,000 to $49,999",Sep. 2024 - Jan. 2025,Delostyle Studio Private Limited developed a website for an engineering solutions company. They used Webflow to convert the client's designs into a responsive website.,5,,Clutch
1478,Jessie Wang,Brand Marketing Director,JCW Ltd.,Advertising & marketing,Taiwan,1-10 Employees,"UX/UI Design, Web Development","Less than $10,000",Nov. 2024 - Jan. 2025,"Delostyle Studio Private Limited managed a creative and brand consulting firm's UI/UX design efforts, including creating wireframes, prototypes, and the final design. They also developed the website's frontend.",5,,Clutch
1479,Scott Kosch,Advisor & Investor,Somark Innovations,Chemicals & Biotechnology,Peru,11-50 Employees,Business Consulting,"Less than $10,000",Nov. 2024 - Jan. 2025,Delostyle Studio Private Limited provided business analysis services for a lab animal identification company. The team analyzed the requirements of the client's projects to assess their implementation.,5,,Clutch
1480,Marina Gutierrez,CEO,"Inversiones Chataluga, S.A.",Environmental Services,Guatemala,1-10 Employees,"Web Design, Web Development",Confidential,Aug. - Sep. 2024,Delostyle Studio Private Limited developed a webpage for an environmental services company. Their work involved developing content for the page and incorporating new images and messages.,5,,Clutch
1481,Tony Humphreys,CEO,Dynamic Applications Limited,Telecommunications,Ireland,1-10 Employees,Custom Software Development,Confidential,July 2024 - Ongoing,"LavaPi has developed an MVP for a telecommunications company. The team has built out the system and AWS setup, and they are currently working on API integrations.",5,,Clutch
1482,Grzegorz Wojciula,IT Business Partner,Unilever Polska Sp. z o.o.,Consumer Products,Poland,"1,001-5,000 Employees","Custom Software Development, Other IT Consulting and SI",Confidential,Nov. - Dec. 2023,Directio provided technical support and assisted an FMCG company with their Microsoft Power Automate development project.,5,,Clutch
1483,Iliyan Georgiev,Group Leader EDM Ins Data,UNIQA Software-Service Bulgaria,Software,Bulgaria,51-200 Employees,"Application Testing, Enterprise App Modernization, Microservices Architecture Services",Confidential,July 2022 - Ongoing,"Intway has migrated big data from Talend to pure Apache Spark applications for a software company. The team has built an automated test structure, led the establishment of CI/CD, and developed a common library.",5,,Clutch
1484,Alistair Park,Chief Customer Officer,Estafet Limited,Consulting,United Kingdom,51-200 Employees,"BI & Big Data Consulting & SI, Custom Software Development, UX/UI Design",Confidential,Jan. 2022 - Dec. 2024,"Intway works with a product development company to design and develop a big data platform with an AI-ready environment, using AWS, Kafka, Spark, Data Bricks, Elastic Search, and Kubernetes as the tech stack.",5,,Clutch
1485,Ric Bremer,Executive Managing Director,Fisher Investments UK,Financial services,United Kingdom,51-200 Employees,Custom Software Development,Confidential,Mar. - Oct. 2024,"SoftPak Financial Systems, Inc built a compliance and risk management system for an investment company.  The team created a customized dashboard, automated compliance tracking, and alarm systems.",5,,Clutch
1486,Nick Pilbeam,Hotel Commercial Director,Queensway,Hospitality & leisure,United Kingdom,201-500 Employees,Financial Advising & Planning,Confidential,Feb. - Sep. 2024,"SoftPak Financial Systems, Inc created a multi-year financial plan for a hospitality management firm's resort renovation and hotel acquisition projects. They also outlined ROI projections and financing options.",5,,Clutch
1487,Mark Coyne,Executive Director,EML,Financial services,Australia,"501-1,000 Employees",IT Staff Augmentation,Confidential,Mar. - Oct. 2024,"A financial services firm tapped SoftPak Financial Systems, Inc to provide resources to scale their development team. These resources specialized in AI and data analytics and assisted with various projects.",5,,Clutch
1488,Paul Lewis,Director,Princess Yachts International,Hospitality & leisure,United Kingdom,"1,001-5,000 Employees",Financial Advising & Planning,Confidential,Apr. - Nov. 2024,"SoftPak Financial Systems, Inc has provided a yacht manufacturer with budgeting and expense-tracking services. The team has also helped the client reduce energy costs and optimize staffing.",5,,Clutch
1489,Nicholas Chiselett,Director,Virtual Estimator,Software,Australia,11-50 Employees,Mobile App Development,"$10,000 to $49,999",Apr. - Oct. 2025,"Cloudforgers Global PTE LTD rebuilt the front- and backend of a mobile app for an estimating tool company. The team redesigned the UI, rebuilt the data flow, added real-time sync, and tested the app.",5,,Clutch
1490,Rahmi Akcelik,Director,SIDRA SOLUTIONS,Software,Australia,11-50 Employees,"IT Strategy Consulting, Other IT Consulting and SI","$10,000 to $49,999",Feb. - Oct. 2025,"Cloudforgers Global PTE LTD provided IT services for a traffic engineering software firm. They audited the client's tech setup, designed an IT roadmap, improved their security setup, and led staff training.",5,,Clutch
1491,Anne Greyling,Director,Homhero,Software,Australia,11-50 Employees,IT Staff Augmentation,"$50,000 to $199,999",May 2025 - Ongoing,"Cloudforgers Global PTE LTD provides software development services for a property management software company. The team works on backend improvements, API integrations, bug fixes, and feature enhancements.",5,,Clutch
1492,Naomi Tarszisz,CEO,Betizen,Hospitality & leisure,Australia,1-10 Employees,IT Staff Augmentation,"$50,000 to $199,999",Mar. - Sep. 2025,"Cloudforgers Global PTE LTD provided IT staff augmentation for a sustainable packaging firm. The team worked on backend improvements, database optimization, UI enhancements, and performance issue fixes.",5,,Clutch
1493,Sukhbir M,Founder,Zeemo,Advertising & marketing,Australia,1-10 Employees,IT Strategy Consulting,"$50,000 to $199,999",June 2025 - Ongoing,Cloudforgers Global PTE LTD has developed a comprehensive IT strategy and infrastructure plan for a marketing agency to streamline operations and support growth.,5,,Clutch
1494,Farshad Dehghani,Owner,Sign and Fitouts,Advertising & marketing,Australia,1-10 Employees,Cloud Consulting & SI,"$50,000 to $199,999",June 2025 - Ongoing,"Cloudforgers Global PTE LTD provides cloud setup and migration services for a full-service signage company. The team has migrated the client's operations to a secure, integrated cloud system.",5,,Clutch
1495,Fareed Khan,Founder,360 Restaurant Marketing,Advertising & marketing,Australia,11-50 Employees,Custom Software Development,"$10,000 to $49,999",Feb. - Oct. 2025,Cloudforgers Global PTE LTD developed a custom web platform for a digital marketing company. The team centralized campaign management and automated reporting.,5,,Clutch
1496,Jamie Bakewell,Owner,Letterbox Media,Advertising & marketing,Australia,11-50 Employees,IT Strategy Consulting,"$50,000 to $199,999",Feb. - Oct. 2025,Cloudforgers Global PTE LTD restructured an email marketing agency's IT systems. The team developed and implemented a new IT strategy to streamline operations and support business growth.,5,,Clutch
1497,Channelle Calderwood,Founder,Overport Agency,Advertising & marketing,Australia,11-50 Employees,IT Strategy Consulting,"$10,000 to $49,999",May 2025 - Ongoing,"Cloudforgers Global PTE LTD has developed a long-term IT strategy for a creative communications agency. Their work focuses on system integrations, cloud migration, and process optimizations.",5,,Clutch
1498,Andrew Brennan,Owner,Website Builder Australia,IT Services,Australia,51-200 Employees,Custom Software Development,"$10,000 to $49,999",Feb. - Oct. 2025,"Cloudforgers Global PTE LTD developed a custom software platform for an IT services company to automate workflows, enhance client management, and accelerate deployment speed.",5,,Clutch
